,DATE,HourlySkyConditions
25180,2022-12-28T01:43:00,VV:09 15
19658,2022-07-27T08:53:00,BKN:07 14
16547,2022-04-16T13:53:00,FEW:02 32 FEW:02 60
16275,2022-04-08T18:53:00,CLR:00
4353,2021-05-06T12:53:00,CLR:00
21736,2022-10-01T06:53:00,
22805,2022-10-31T04:53:00,VV:09 2
2071,2021-02-21T22:53:00,CLR:00
3707,2021-04-15T22:53:00,CLR:00
6297,2021-07-12T09:00:00,SCT:04 10
3716,2021-04-16T03:51:00,OVC:08 3
9759,2021-10-27T21:49:00,FEW:02 2
16159,2022-04-04T04:53:00,CLR:00
1323,2021-02-01T23:59:00,
1222,2021-01-29T11:53:00,BKN:07 10
25107,2022-12-26T20:08:00,BKN:07 5 OVC:08 13
9724,2021-10-27T01:17:00,BKN:07 17 OVC:08 42
4382,2021-05-07T16:53:00,CLR:00
13792,2022-01-24T11:53:00,CLR:00
1158,2021-01-28T10:53:00,SCT:04 14 BKN:07 50
12407,2021-12-24T00:31:00,BKN:07 14 BKN:07 95
14060,2022-01-30T18:53:00,CLR:00
5147,2021-06-02T22:48:00,OVC:08 3
6331,2021-07-13T09:53:00,CLR:00
1413,2021-02-03T13:49:00,SCT:04 24 OVC:08 33
8177,2021-09-11T09:53:00,CLR:00
7770,2021-08-29T19:53:00,CLR:00
6654,2021-07-24T19:53:00,CLR:00
8263,2021-09-14T15:53:00,CLR:00
24976,2022-12-24T04:51:00,VV:09 3
25357,2022-12-31T08:53:00,BKN:07 65 OVC:08 80
15405,2022-03-15T03:43:00,OVC:08 5
2198,2021-02-26T22:53:00,CLR:00
19175,2022-07-12T15:53:00,SCT:04 100
8747,2021-09-29T14:53:00,CLR:00
17385,2022-05-11T05:14:00,VV:09 1
17277,2022-05-08T16:53:00,BKN:07 45 BKN:07 55 OVC:08 65
12901,2022-01-05T05:24:00,OVC:08 3
1276,2021-01-31T10:53:00,BKN:07 37
19312,2022-07-17T19:53:00,CLR:00
13073,2022-01-08T05:08:00,FEW:02 1
14453,2022-02-11T07:01:00,CLR:00
12760,2022-01-02T05:37:00,FEW:02 1
18481,2022-06-20T11:53:00,CLR:00
2726,2021-03-14T18:53:00,BKN:07 7 OVC:08 10
9636,2021-10-25T00:53:00,SCT:04 7 BKN:07 12 OVC:08 17
4137,2021-04-29T06:01:00,SCT:04 200
15878,2022-03-27T14:53:00,BKN:07 23 OVC:08 27
3452,2021-04-08T04:53:00,VV:09 1
528,2021-01-12T13:53:00,BKN:07 42 BKN:07 80
598,2021-01-14T03:53:00,VV:09 2
17403,2022-05-11T16:53:00,FEW:02 50
12644,2021-12-29T09:53:00,FEW:02 5 BKN:07 17 OVC:08 55
10072,2021-11-02T15:53:00,CLR:00
4156,2021-04-29T23:59:00,
141,2021-01-03T15:53:00,SCT:04 24 BKN:07 110
12469,2021-12-25T06:13:00,FEW:02 17 BKN:07 29 OVC:08 60
860,2021-01-21T10:53:00,CLR:00
11101,2021-11-26T01:53:00,CLR:00
6044,2021-07-04T10:38:00,SCT:04 14
1612,2021-02-08T10:53:00,BKN:07 250
8943,2021-10-06T12:53:00,SCT:04 120
20370,2022-08-19T04:46:00,VV:09 2
18411,2022-06-17T17:53:00,SCT:04 60
544,2021-01-13T02:12:00,SCT:04 13 OVC:08 21
24944,2022-12-23T18:22:00,BKN:07 35
17892,2022-05-29T23:53:00,CLR:00
19275,2022-07-16T07:53:00,CLR:00
24940,2022-12-23T17:00:00,BKN:07 26
8238,2021-09-13T15:53:00,CLR:00
10840,2021-11-19T05:03:00,BKN:07 4 OVC:08 8
24305,2022-12-08T21:51:00,VV:09 1
20532,2022-08-24T17:53:00,CLR:00
5360,2021-06-11T02:53:00,CLR:00
10025,2021-11-01T19:01:00,BKN:07 14
17751,2022-05-25T12:53:00,CLR:00
6192,2021-07-08T21:53:00,CLR:00
11583,2021-12-06T22:21:00,SCT:04 4 SCT:04 65 OVC:08 95
8135,2021-09-10T03:41:00,BKN:07 5
21019,2022-09-08T09:53:00,CLR:00
19722,2022-07-29T04:53:00,OVC:08 3
6404,2021-07-15T15:53:00,CLR:00
7489,2021-08-20T20:53:00,OVC:08 11
12361,2021-12-23T05:42:00,FEW:02 4 SCT:04 10 OVC:08 15
2970,2021-03-22T11:53:00,SCT:04 250
11576,2021-12-06T17:53:00,OVC:08 5
15666,2022-03-23T01:53:00,CLR:00
852,2021-01-21T02:53:00,CLR:00
21727,2022-10-01T01:46:00,OVC:08 2
20700,2022-08-29T04:53:00,OVC:08 11
25118,2022-12-26T22:53:00,BKN:07 6 OVC:08 15
12573,2021-12-27T14:20:00,FEW:02 12 BKN:07 28
17942,2022-05-31T22:53:00,
24823,2022-12-21T01:26:00,FEW:02 55
112,2021-01-03T01:30:00,OVC:08 5
207,2021-01-05T00:43:00,FEW:02 1 SCT:04 5
15256,2022-03-11T04:53:00,CLR:00
21184,2022-09-14T07:51:00,FEW:02 3 SCT:04 150
5405,2021-06-12T18:53:00,CLR:00
4872,2021-05-24T07:53:00,SCT:04 2
328,2021-01-07T11:53:00,FEW:02 10 SCT:04 150
13923,2022-01-27T04:04:00,CLR:00
17896,2022-05-30T02:53:00,CLR:00
21386,2022-09-20T17:53:00,SCT:04 85
15511,2022-03-18T01:14:00,VV:09 6
6392,2021-07-15T05:53:00,OVC:08 5
10596,2021-11-13T22:53:00,VV:09 3
23684,2022-11-23T07:53:00,CLR:00
603,2021-01-14T05:12:00,OVC:08 2
19227,2022-07-14T09:53:00,CLR:00
19617,2022-07-26T00:53:00,OVC:08 8
19043,2022-07-07T23:53:00,CLR:00
7956,2021-09-04T07:53:00,OVC:08 2
11735,2021-12-10T09:53:00,CLR:00
11327,2021-12-01T01:57:00,CLR:00
23742,2022-11-24T17:53:00,CLR:00
21420,2022-09-21T23:53:00,CLR:00
21043,2022-09-09T08:53:00,CLR:00
13154,2022-01-09T22:32:00,CLR:00
17817,2022-05-27T11:53:00,BKN:07 18
7536,2021-08-22T03:24:00,OVC:08 4
18594,2022-06-24T23:59:00,
16432,2022-04-14T03:24:00,BKN:07 20 BKN:07 24 OVC:08 45
3246,2021-04-01T22:53:00,CLR:00
15933,2022-03-28T18:53:00,SCT:04 28 BKN:07 37
13973,2022-01-28T12:53:00,CLR:00
23779,2022-11-26T04:53:00,CLR:00
13269,2022-01-12T04:15:00,VV:09 1
21824,2022-10-03T23:59:00,
5294,2021-06-08T11:53:00,SCT:04 40
13030,2022-01-07T11:51:00,OVC:08 4
2743,2021-03-15T05:53:00,SCT:04 50
21264,2022-09-17T00:53:00,CLR:00
1470,2021-02-05T05:53:00,VV:09 2
2251,2021-02-28T23:59:00,
13386,2022-01-15T03:48:00,VV:09 3
8717,2021-09-28T09:53:00,CLR:00
1696,2021-02-10T23:39:00,FEW:02 8
3302,2021-04-03T14:53:00,FEW:02 35 BKN:07 250
24948,2022-12-23T21:01:00,CLR:00
17643,2022-05-21T04:53:00,CLR:00
15920,2022-03-28T11:53:00,OVC:08 21
19916,2022-08-04T19:50:00,BKN:07 10
4443,2021-05-10T02:53:00,CLR:00
11186,2021-11-28T09:53:00,FEW:02 200
22265,2022-10-14T14:53:00,CLR:00
25113,2022-12-26T21:53:00,BKN:07 5 OVC:08 17
12370,2021-12-23T07:53:00,BKN:07 9 OVC:08 70
15504,2022-03-17T23:53:00,CLR:00
22310,2022-10-15T14:45:00,OVC:08 14
11483,2021-12-04T17:53:00,OVC:08 10
22476,2022-10-20T11:53:00,CLR:00
939,2021-01-23T05:51:00,CLR:00
1770,2021-02-12T15:53:00,BKN:07 40
23550,2022-11-18T19:53:00,CLR:00
10335,2021-11-09T06:01:00,OVC:08 5
4658,2021-05-16T19:53:00,OVC:08 9
24800,2022-12-20T07:53:00,BKN:07 110
23754,2022-11-25T04:53:00,CLR:00
14879,2022-02-25T23:59:00,
16233,2022-04-07T01:53:00,CLR:00
4314,2021-05-05T10:53:00,CLR:00
16816,2022-04-22T15:53:00,FEW:02 20 SCT:04 50
130,2021-01-03T10:51:00,BKN:07 5 OVC:08 26
10567,2021-11-13T03:06:00,VV:09 1
954,2021-01-23T14:53:00,FEW:02 25
8945,2021-10-06T14:53:00,CLR:00
6942,2021-08-02T10:53:00,FEW:02 200
16487,2022-04-15T04:53:00,OVC:08 19
8230,2021-09-13T07:53:00,CLR:00
17973,2022-06-02T03:53:00,CLR:00
18234,2022-06-10T22:53:00,CLR:00
15426,2022-03-15T17:53:00,FEW:02 20
21509,2022-09-25T04:53:00,OVC:08 2
9205,2021-10-16T15:53:00,CLR:00
24127,2022-12-05T04:53:00,FEW:02 19
11368,2021-12-01T23:59:00,
22118,2022-10-11T10:42:00,SCT:04 6
17682,2022-05-22T18:53:00,CLR:00
11617,2021-12-07T10:51:00,OVC:08 4
5055,2021-05-30T21:53:00,CLR:00
17007,2022-04-29T09:53:00,CLR:00
9082,2021-10-11T17:53:00,CLR:00
10290,2021-11-08T06:53:00,CLR:00
7148,2021-08-09T01:53:00,CLR:00
13727,2022-01-22T18:53:00,CLR:00
5727,2021-06-24T01:53:00,OVC:08 9
385,2021-01-09T05:53:00,CLR:00
14003,2022-01-29T15:53:00,CLR:00
21100,2022-09-11T11:53:00,SCT:04 250
4386,2021-05-07T20:53:00,CLR:00
8878,2021-10-04T19:53:00,CLR:00
18452,2022-06-19T07:53:00,CLR:00
21962,2022-10-07T16:53:00,CLR:00
2732,2021-03-14T20:02:00,SCT:04 17 BKN:07 65 OVC:08 80
15174,2022-03-07T23:53:00,CLR:00
19016,2022-07-07T04:18:00,SCT:04 5
8560,2021-09-23T06:53:00,VV:09 2
182,2021-01-04T08:53:00,BKN:07 4 OVC:08 8
5067,2021-05-31T08:53:00,CLR:00
3239,2021-04-01T15:53:00,CLR:00
8635,2021-09-25T23:53:00,OVC:08 15
9270,2021-10-18T10:53:00,BKN:07 25
20164,2022-08-12T04:30:00,BKN:07 1
15339,2022-03-13T14:53:00,SCT:04 200
13705,2022-01-21T21:53:00,CLR:00
2388,2021-03-05T20:53:00,OVC:08 12
3162,2021-03-29T16:53:00,CLR:00
17261,2022-05-08T02:53:00,CLR:00
16933,2022-04-26T10:53:00,CLR:00
7406,2021-08-18T01:53:00,OVC:08 50
23699,2022-11-23T22:48:00,CLR:00
5809,2021-06-26T16:53:00,CLR:00
2637,2021-03-11T17:53:00,CLR:00
24689,2022-12-17T12:53:00,CLR:00
11612,2021-12-07T07:53:00,BKN:07 5
6681,2021-07-25T13:53:00,CLR:00
19428,2022-07-21T00:51:00,OVC:08 2
3270,2021-04-02T10:53:00,SCT:04 250
8719,2021-09-28T11:53:00,CLR:00
17413,2022-05-12T01:53:00,CLR:00
12405,2021-12-23T23:59:00,
5537,2021-06-17T10:53:00,CLR:00
23922,2022-12-01T02:17:00,SCT:04 7 OVC:08 12
21246,2022-09-16T07:53:00,CLR:00
5653,2021-06-21T13:53:00,FEW:02 20
12750,2022-01-02T01:53:00,CLR:00
2765,2021-03-16T02:53:00,CLR:00
10711,2021-11-15T23:59:00,
1695,2021-02-10T23:36:00,FEW:02 8
11228,2021-11-29T05:53:00,OVC:08 1
23482,2022-11-16T01:53:00,CLR:00
16966,2022-04-27T18:53:00,CLR:00
18955,2022-07-05T05:21:00,FEW:02 6 OVC:08 13
20780,2022-08-31T07:53:00,OVC:08 3
1854,2021-02-14T23:59:00,
16431,2022-04-14T02:53:00,BKN:07 43 OVC:08 50
19900,2022-08-04T03:53:00,CLR:00
7328,2021-08-15T05:53:00,BKN:07 1
2348,2021-03-04T19:53:00,CLR:00
19524,2022-07-23T09:53:00,CLR:00
17502,2022-05-15T14:53:00,CLR:00
3097,2021-03-27T11:53:00,CLR:00
1077,2021-01-26T17:53:00,BKN:07 18 OVC:08 26
23336,2022-11-11T03:53:00,CLR:00
18001,2022-06-03T06:53:00,CLR:00
10537,2021-11-12T16:53:00,CLR:00
7444,2021-08-19T08:53:00,SCT:04 12
16859,2022-04-24T04:32:00,CLR:00
23027,2022-11-05T13:00:00,BKN:07 8 OVC:08 13
4695,2021-05-18T02:53:00,CLR:00
12825,2022-01-03T21:19:00,SCT:04 20 BKN:07 40 OVC:08 60
4077,2021-04-27T04:53:00,CLR:00
1848,2021-02-14T21:32:00,OVC:08 3
16744,2022-04-21T00:40:00,BKN:07 14 BKN:07 22 OVC:08 47
16024,2022-03-30T10:53:00,SCT:04 20 BKN:07 250
4986,2021-05-28T11:53:00,FEW:02 250
16861,2022-04-24T04:53:00,CLR:00
9516,2021-10-23T05:35:00,OVC:08 3
12807,2022-01-03T12:53:00,OVC:08 6
21494,2022-09-24T20:53:00,CLR:00
22054,2022-10-09T21:53:00,VV:09 2
8861,2021-10-04T02:53:00,CLR:00
1025,2021-01-24T19:53:00,SCT:04 100
10802,2021-11-18T00:28:00,CLR:00
5888,2021-06-29T09:53:00,CLR:00
22553,2022-10-22T14:53:00,CLR:00
253,2021-01-05T23:59:00,
10932,2021-11-21T01:53:00,CLR:00
23364,2022-11-11T22:53:00,OVC:08 50
24403,2022-12-10T14:53:00,SCT:04 20 BKN:07 39 BKN:07 60
20716,2022-08-29T19:53:00,CLR:00
3940,2021-04-23T06:53:00,OVC:08 12
24513,2022-12-13T08:53:00,CLR:00
20976,2022-09-06T16:53:00,CLR:00
16580,2022-04-17T06:41:00,VV:09 2
205,2021-01-05T00:23:00,BKN:07 6
5138,2021-06-02T16:53:00,CLR:00
4760,2021-05-20T13:53:00,SCT:04 100
22899,2022-11-02T03:24:00,CLR:00
8874,2021-10-04T15:53:00,CLR:00
8876,2021-10-04T17:53:00,CLR:00
24954,2022-12-23T22:51:00,CLR:00
10710,2021-11-15T23:53:00,VV:09 2
20422,2022-08-21T00:53:00,CLR:00
9260,2021-10-18T04:25:00,VV:09 1
24284,2022-12-08T11:53:00,SCT:04 9 OVC:08 49
11096,2021-11-25T21:53:00,CLR:00
21849,2022-10-04T18:53:00,
15568,2022-03-19T05:53:00,FEW:02 30 OVC:08 110
24891,2022-12-22T12:36:00,BKN:07 12
13407,2022-01-15T11:53:00,CLR:00
18964,2022-07-05T10:00:00,BKN:07 19 OVC:08 32
16162,2022-04-04T07:53:00,SCT:04 180
2378,2021-03-05T14:53:00,BKN:07 38
8580,2021-09-24T00:53:00,CLR:00
24218,2022-12-07T06:50:00,VV:09 1
3158,2021-03-29T12:53:00,CLR:00
429,2021-01-10T04:53:00,OVC:08 22
8537,2021-09-22T22:53:00,BKN:07 3
19146,2022-07-11T17:53:00,CLR:00
17280,2022-05-08T19:53:00,CLR:00
12744,2022-01-01T20:53:00,CLR:00
9761,2021-10-27T22:15:00,CLR:00
17913,2022-05-30T18:53:00,CLR:00
24267,2022-12-08T04:00:00,SCT:04 13 OVC:08 21
23609,2022-11-21T03:53:00,CLR:00
25351,2022-12-31T05:29:00,FEW:02 55 OVC:08 75
13927,2022-01-27T04:40:00,CLR:00
7866,2021-09-01T10:53:00,OVC:08 18
23889,2022-11-30T03:53:00,CLR:00
5630,2021-06-20T20:53:00,CLR:00
22167,2022-10-12T12:24:00,SCT:04 14
21773,2022-10-02T09:53:00,
7495,2021-08-21T00:25:00,OVC:08 10
10706,2021-11-15T22:39:00,OVC:08 2
3931,2021-04-22T23:53:00,OVC:08 7
14145,2022-02-02T00:53:00,CLR:00
25286,2022-12-30T01:53:00,OVC:08 4
6987,2021-08-03T22:36:00,BKN:07 4
1303,2021-02-01T10:53:00,SCT:04 28
11036,2021-11-23T21:53:00,CLR:00
21497,2022-09-24T23:53:00,CLR:00
4470,2021-05-11T04:53:00,CLR:00
13634,2022-01-20T11:53:00,CLR:00
2438,2021-03-07T06:53:00,FEW:02 2 SCT:04 250
12821,2022-01-03T19:53:00,BKN:07 10 OVC:08 16
8210,2021-09-12T17:53:00,CLR:00
15300,2022-03-12T21:53:00,OVC:08 11
24225,2022-12-07T09:00:00,OVC:08 1
2265,2021-03-01T13:53:00,CLR:00
23037,2022-11-05T17:53:00,FEW:02 7 BKN:07 14 OVC:08 24
2767,2021-03-16T04:53:00,CLR:00
17959,2022-06-01T15:53:00,SCT:04 250
22337,2022-10-16T12:53:00,OVC:08 25
2664,2021-03-12T19:53:00,CLR:00
22,2021-01-01T09:53:00,SCT:04 200
18966,2022-07-05T11:53:00,BKN:07 20 BKN:07 32
8933,2021-10-06T06:29:00,OVC:08 4
10293,2021-11-08T09:53:00,SCT:04 250
2750,2021-03-15T12:53:00,BKN:07 50
8204,2021-09-12T11:53:00,CLR:00
6844,2021-07-30T19:53:00,CLR:00
9998,2021-11-01T07:42:00,SCT:04 8 BKN:07 14 OVC:08 19
4610,2021-05-15T06:53:00,SCT:04 5
12782,2022-01-02T21:53:00,FEW:02 23 FEW:02 37 OVC:08 44
24959,2022-12-23T23:53:00,VV:09 13
22088,2022-10-10T19:53:00,CLR:00
24368,2022-12-09T21:53:00,OVC:08 90
4499,2021-05-12T02:51:00,OVC:08 2
13136,2022-01-09T08:53:00,VV:09 2
18529,2022-06-22T09:53:00,FEW:02 250
24545,2022-12-14T09:53:00,SCT:04 2
3471,2021-04-08T17:53:00,CLR:00
5851,2021-06-28T00:53:00,OVC:08 6
2123,2021-02-23T23:53:00,CLR:00
8750,2021-09-29T17:53:00,CLR:00
10846,2021-11-19T06:07:00,BKN:07 3 OVC:08 6
11887,2021-12-13T18:53:00,OVC:08 48
7251,2021-08-12T14:53:00,CLR:00
19577,2022-07-24T22:53:00,OVC:08 5
5799,2021-06-26T07:28:00,SCT:04 10
13591,2022-01-19T21:23:00,FEW:02 4
7909,2021-09-02T23:53:00,OVC:08 7
18032,2022-06-04T12:53:00,BKN:07 65 BKN:07 95
9657,2021-10-25T17:53:00,CLR:00
22009,2022-10-08T23:09:00,VV:09 2
8249,2021-09-14T01:53:00,CLR:00
23487,2022-11-16T06:53:00,CLR:00
13607,2022-01-19T23:34:00,VV:09 1
19024,2022-07-07T07:53:00,SCT:04 4 OVC:08 16
2527,2021-03-09T09:43:00,SCT:04 20 BKN:07 25 BKN:07 49
6176,2021-07-08T07:53:00,OVC:08 3
17983,2022-06-02T13:53:00,CLR:00
17912,2022-05-30T17:53:00,CLR:00
10031,2021-11-01T22:42:00,FEW:02 34
15191,2022-03-08T15:36:00,CLR:00
15749,2022-03-24T20:23:00,OVC:08 4
12654,2021-12-29T18:53:00,OVC:08 45
4001,2021-04-25T02:53:00,CLR:00
15282,2022-03-12T05:53:00,CLR:00
23654,2022-11-22T23:53:00,CLR:00
9704,2021-10-26T19:08:00,OVC:08 14
10257,2021-11-06T23:53:00,CLR:00
17987,2022-06-02T17:53:00,CLR:00
18718,2022-06-28T02:49:00,VV:09 1
11555,2021-12-06T04:53:00,VV:09 2
23722,2022-11-24T05:24:00,VV:09 1
4929,2021-05-26T13:53:00,FEW:02 100
20331,2022-08-18T10:53:00,CLR:00
19565,2022-07-24T13:53:00,CLR:00
23417,2022-11-13T17:53:00,CLR:00
9910,2021-10-30T14:42:00,BKN:07 16
7191,2021-08-10T10:53:00,CLR:00
8456,2021-09-19T18:53:00,CLR:00
14516,2022-02-13T02:47:00,CLR:00
15318,2022-03-13T04:15:00,FEW:02 26 BKN:07 34 OVC:08 55
15342,2022-03-13T17:53:00,CLR:00
19262,2022-07-15T19:53:00,CLR:00
21255,2022-09-16T16:53:00,CLR:00
12363,2021-12-23T05:53:00,SCT:04 4 OVC:08 10
13759,2022-01-24T00:53:00,CLR:00
12098,2021-12-17T23:59:00,
24398,2022-12-10T13:33:00,SCT:04 18 BKN:07 27 OVC:08 60
16763,2022-04-21T15:53:00,FEW:02 35 OVC:08 60
11007,2021-11-23T03:53:00,CLR:00
18654,2022-06-26T07:53:00,OVC:08 4
10041,2021-11-02T00:24:00,OVC:08 7
14526,2022-02-13T05:53:00,CLR:00
2425,2021-03-06T22:53:00,CLR:00
1714,2021-02-11T03:13:00,VV:09 3
11913,2021-12-14T11:53:00,SCT:04 20
10382,2021-11-10T01:02:00,OVC:08 2
2377,2021-03-05T13:53:00,FEW:02 35 BKN:07 45
3109,2021-03-27T23:53:00,CLR:00
18868,2022-07-02T20:53:00,CLR:00
24035,2022-12-03T12:55:00,SCT:04 3 OVC:08 10
11752,2021-12-11T01:53:00,CLR:00
18041,2022-06-04T20:53:00,OVC:08 18
22047,2022-10-09T18:53:00,CLR:00
5566,2021-06-18T14:53:00,CLR:00
17337,2022-05-10T14:51:00,BKN:07 70
11831,2021-12-13T01:53:00,BKN:07 12 BKN:07 21 OVC:08 37
8295,2021-09-15T13:53:00,CLR:00
14405,2022-02-09T09:53:00,SCT:04 150
25375,2022-12-31T23:59:00,
3458,2021-04-08T06:39:00,OVC:08 1
2870,2021-03-19T05:53:00,OVC:08 2
21702,2022-09-30T04:53:00,CLR:00
3231,2021-04-01T07:53:00,CLR:00
11490,2021-12-04T23:53:00,OVC:08 7
18659,2022-06-26T09:53:00,CLR:00
11328,2021-12-01T02:08:00,CLR:00
3102,2021-03-27T16:53:00,CLR:00
14983,2022-03-01T23:27:00,VV:09 2
21935,2022-10-07T00:53:00,CLR:00
16533,2022-04-16T05:37:00,BKN:07 9 OVC:08 17
16050,2022-03-31T11:53:00,CLR:00
17288,2022-05-09T02:53:00,CLR:00
10819,2021-11-18T15:53:00,BKN:07 110
3219,2021-03-31T21:53:00,CLR:00
15759,2022-03-24T23:46:00,OVC:08 2
7149,2021-08-09T02:25:00,FEW:02 7
14249,2022-02-05T23:59:00,
21926,2022-10-06T16:53:00,CLR:00
20290,2022-08-16T19:53:00,CLR:00
17848,2022-05-28T07:53:00,OVC:08 70
24951,2022-12-23T21:49:00,CLR:00
8606,2021-09-24T23:59:00,
23765,2022-11-25T15:53:00,SCT:04 200
6651,2021-07-24T16:53:00,FEW:02 10
8868,2021-10-04T09:53:00,CLR:00
12230,2021-12-20T21:53:00,OVC:08 55
5001,2021-05-29T01:04:00,FEW:02 8 SCT:04 13
20515,2022-08-24T03:53:00,CLR:00
15456,2022-03-16T06:53:00,CLR:00
10553,2021-11-12T22:53:00,VV:09 1
20310,2022-08-17T14:53:00,SCT:04 200
15705,2022-03-24T01:51:00,CLR:00
19935,2022-08-05T05:53:00,OVC:08 13
17507,2022-05-15T19:53:00,CLR:00
11052,2021-11-24T12:53:00,FEW:02 250
2721,2021-03-14T15:00:00,FEW:02 8 OVC:08 23
18779,2022-06-29T23:59:00,
11763,2021-12-11T12:53:00,CLR:00
16898,2022-04-25T03:12:00,SCT:04 1
7325,2021-08-15T02:53:00,CLR:00
777,2021-01-18T02:53:00,CLR:00
17161,2022-05-05T04:53:00,OVC:08 4
22921,2022-11-02T06:23:00,VV:09 1
15657,2022-03-22T17:53:00,CLR:00
21120,2022-09-12T06:53:00,CLR:00
22209,2022-10-13T12:53:00,CLR:00
467,2021-01-10T23:02:00,BKN:07 3 OVC:08 13
10315,2021-11-08T23:53:00,BKN:07 6 BKN:07 15 OVC:08 22
13213,2022-01-11T03:53:00,CLR:00
17021,2022-04-29T23:53:00,CLR:00
25084,2022-12-26T07:53:00,VV:09 2
4965,2021-05-27T23:59:00,
15627,2022-03-21T12:53:00,CLR:00
5848,2021-06-27T23:07:00,BKN:07 7
2592,2021-03-10T09:53:00,FEW:02 27 BKN:07 37 BKN:07 48
14610,2022-02-15T22:53:00,CLR:00
22980,2022-11-04T08:53:00,BKN:07 29
19243,2022-07-15T00:53:00,CLR:00
16685,2022-04-19T22:53:00,CLR:00
25116,2022-12-26T22:27:00,SCT:04 6 BKN:07 17 OVC:08 24
12299,2021-12-22T06:55:00,SCT:04 5 OVC:08 14
4570,2021-05-13T22:53:00,OVC:08 4
13620,2022-01-20T03:53:00,VV:09 2
5836,2021-06-27T12:53:00,CLR:00
17531,2022-05-16T17:53:00,CLR:00
6686,2021-07-25T18:53:00,CLR:00
4164,2021-04-30T04:53:00,VV:09 5
18673,2022-06-26T22:21:00,BKN:07 4
17395,2022-05-11T08:53:00,CLR:00
12441,2021-12-24T15:10:00,BKN:07 16 BKN:07 23 OVC:08 35
18193,2022-06-09T06:53:00,SCT:04 200
23118,2022-11-07T07:29:00,OVC:08 2
8946,2021-10-06T15:53:00,BKN:07 200
475,2021-01-11T00:51:00,OVC:08 13
5459,2021-06-14T08:53:00,SCT:04 11 BKN:07 28
7548,2021-08-22T11:53:00,CLR:00
18112,2022-06-06T00:53:00,CLR:00
24897,2022-12-22T16:53:00,BKN:07 60
17224,2022-05-06T17:04:00,SCT:04 23 OVC:08 41
9525,2021-10-23T08:53:00,OVC:08 5
4493,2021-05-12T01:35:00,BKN:07 3
3209,2021-03-31T12:27:00,FEW:02 2
24685,2022-12-17T08:53:00,CLR:00
19116,2022-07-10T12:53:00,CLR:00
2478,2021-03-08T11:53:00,BKN:07 43 OVC:08 50
16809,2022-04-22T08:53:00,SCT:04 20
18167,2022-06-08T05:53:00,SCT:04 200
6390,2021-07-15T04:01:00,OVC:08 4
12342,2021-12-23T00:49:00,SCT:04 10 OVC:08 19
8873,2021-10-04T14:53:00,CLR:00
10008,2021-11-01T11:53:00,BKN:07 6 BKN:07 10 OVC:08 34
2027,2021-02-20T03:53:00,CLR:00
12998,2022-01-07T00:32:00,SCT:04 5 BKN:07 13 BKN:07 44
5422,2021-06-13T06:53:00,FEW:02 20
6503,2021-07-19T11:53:00,CLR:00
17189,2022-05-06T01:30:00,FEW:02 6 BKN:07 20 OVC:08 27
5134,2021-06-02T12:53:00,CLR:00
3354,2021-04-05T06:53:00,OVC:08 21
8284,2021-09-15T07:53:00,OVC:08 6
10379,2021-11-10T00:03:00,VV:09 2
11287,2021-11-30T07:11:00,FEW:02 1
14939,2022-02-28T09:53:00,CLR:00
23006,2022-11-05T02:00:00,BKN:07 4 OVC:08 33
3908,2021-04-22T04:53:00,OVC:08 5
12663,2021-12-30T01:15:00,BKN:07 30
16781,2022-04-22T01:19:00,VV:09 2
8123,2021-09-09T22:53:00,FEW:02 47 SCT:04 90 BKN:07 110
22170,2022-10-12T14:53:00,CLR:00
12637,2021-12-29T05:53:00,SCT:04 5 OVC:08 12
6089,2021-07-05T20:53:00,BKN:07 8
2838,2021-03-18T13:53:00,BKN:07 6 OVC:08 10
13611,2022-01-20T00:13:00,VV:09 1
12811,2022-01-03T15:03:00,OVC:08 5
5713,2021-06-23T14:53:00,CLR:00
22443,2022-10-19T12:53:00,CLR:00
5924,2021-06-30T17:53:00,CLR:00
1859,2021-02-15T01:12:00,OVC:08 2
24815,2022-12-20T22:53:00,SCT:04 65
14185,2022-02-03T14:53:00,FEW:02 200
481,2021-01-11T02:38:00,OVC:08 10
11180,2021-11-28T06:26:00,BKN:07 2
668,2021-01-15T19:53:00,CLR:00
6537,2021-07-20T15:53:00,CLR:00
24585,2022-12-15T08:53:00,VV:09 1
3391,2021-04-06T07:53:00,OVC:08 4
13144,2022-01-09T12:53:00,FEW:02 200
17966,2022-06-01T21:53:00,CLR:00
17471,2022-05-14T09:53:00,CLR:00
7718,2021-08-27T21:53:00,CLR:00
13760,2022-01-24T01:48:00,CLR:00
11685,2021-12-08T16:05:00,OVC:08 31
14279,2022-02-06T17:53:00,CLR:00
5231,2021-06-05T23:59:00,
556,2021-01-13T07:20:00,OVC:08 7
20015,2022-08-07T23:53:00,CLR:00
13648,2022-01-20T22:25:00,VV:09 2
21029,2022-09-08T19:53:00,CLR:00
8704,2021-09-27T21:53:00,CLR:00
19091,2022-07-09T12:53:00,CLR:00
2189,2021-02-26T13:53:00,FEW:02 250
8468,2021-09-20T05:53:00,CLR:00
15945,2022-03-28T21:39:00,CLR:00
13559,2022-01-18T23:53:00,VV:09 5
22701,2022-10-28T12:53:00,CLR:00
13475,2022-01-17T05:53:00,CLR:00
23639,2022-11-22T08:53:00,SCT:04 250
1913,2021-02-16T13:53:00,FEW:02 50 SCT:04 200
24939,2022-12-23T16:53:00,SCT:04 26
